speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N
44.97565871,1.303974904,17.75,16.62204568,-0.000187582,1,4.2,2468.309794,155.1795809,40.11094178,7.49188843,134.8539917,94.12137782,95.79974189,0,9.39,1,45.12650737,1.4,1.7,51.38432304,12.28228443,0.088010635,5.670924954,-17.02830835,0,2224.551888
44.97564777,1.323985728,18,16.6220376,-0.000151863,1,4.2,2468.309193,155.1796127,40.11094025,7.491884786,134.8539261,94.12111731,95.79974479,0,9.39,1,45.12650737,1.4,1.7,52.85998602,14.39386142,11.05021078,5.887483194,-17.16491977,0,2224.551885
44.97563891,1.343996557,18.25,16.62203105,-0.000122947,1,4.2,2468.308707,155.1796385,40.11093901,7.491881835,134.853873,94.12090642,95.79974715,0,9.39,1,45.12650737,1.4,1.7,54.33772505,8.90056307,-28.74727759,6.107171819,-17.29572094,0,2224.551882
44.97563174,1.36400739,18.5,16.62202575,-9.95E-05,1,4.2,2468.308314,155.1796594,40.11093801,7.491879446,134.85383,94.12073568,95.79974905,0,9.39,1,45.12650737,1.4,1.7,56.57198579,9.16977437,1.408823978,6.329835702,-17.42063092,0,2224.551879
45.41482791,1.384018226,18.75,0,6.096643575,1,4.2,2492.411845,153.9021722,40.16919923,7.638913311,137.5004396,48.94609963,100,0,0,1,0,1.7,1.4,56.57198579,3.056591457,-31.99121771,6.557634235,-17.53698714,0,2224.698913
45.84897281,1.403835542,19,0,6.085375316,1,4.2,2516.238158,152.6393776,40.22045215,7.7856604,140.1418872,48.5189169,100,0,0,1,0,1.7,1.4,56.57198579,1.018863819,-10.76787282,6.785432769,-17.65334335,0,2224.84566
46.27821205,1.423465208,19.25,0,6.074129035,1,4.2,2539.795243,151.3908521,40.26493078,7.93212189,142.778194,48.08958694,100,0,0,1,0,1.7,1.4,56.57198579,0.339621273,-3.623602912,7.013231302,-17.76969957,0,2224.992122
46.70268417,1.442912805,19.5,0,6.062904641,1,4.2,2563.090704,150.1561927,40.30285772,8.078298922,145.4093806,47.65803456,100,0,0,1,0,1.7,1.4,56.57198579,0.113207091,-1.219175724,7.241029835,-17.88605579,0,2225.138299
47.12252117,1.462183646,19.75,0,6.051702047,1,4.2,2586.131785,148.9350154,40.33444493,8.224192598,148.0354668,47.22418567,100,0,0,1,0,1.7,1.4,56.57198579,0.037735697,-0.410119408,7.468828369,-18.002412,0,2225.284193
47.53784888,1.481282793,20,0,6.040521169,1,4.2,2608.925391,147.7269543,40.35989442,8.369803984,150.6564717,46.78796716,100,0,0,1,0,1.7,1.4,56.57198579,0.012578566,-0.137935402,7.696626902,-18.11876822,0,2225.429804
47.94878738,1.500215076,20.25,0,6.029361925,1,4.2,2631.478113,146.53166,40.37939891,8.515134116,153.2724141,46.34930673,100,0,0,1,0,1.7,1.4,56.57198579,0.004192855,-0.046383711,7.924425435,-18.23512444,0,2225.575134
48.3554514,1.518985103,20.5,0,6.018224235,1,4.2,2653.796247,145.3487989,40.39314243,8.660184,155.883312,45.90813282,100,0,0,1,0,1.7,1.4,56.57198579,0.001397618,-0.015594891,8.152223969,-18.35148066,0,2225.720184
48.75795059,1.537597275,20.75,0,6.007108023,1,4.2,2675.885811,144.178052,40.40130079,8.804954614,158.489183,45.46437444,100,0,0,1,0,1.7,1.4,56.57198579,0.000465873,-0.005242385,8.380022502,-18.46783687,0,2225.864955
49.15638987,1.556055803,21,0,5.996013213,1,4.2,2697.752563,143.0191142,40.40404215,8.949446908,161.0900443,45.01796114,100,0,0,1,0,1.7,1.4,56.57198579,0.000155291,-0.001762007,8.607821035,-18.58419309,0,2226.009447
49.55086971,1.574364715,21.25,0,5.984939733,1,4.2,2719.402017,141.8716931,40.40152748,9.093661811,163.6859126,44.56882284,100,0,0,1,0,1.7,1.4,56.57198579,5.18E-05,-0.000592135,8.835619569,-18.70054931,0,2226.153662
49.94148638,1.592527867,21.5,0,5.973887511,1,4.2,2740.839456,140.7355088,40.3939109,9.237600228,166.2768041,44.11688979,100,0,0,1,0,1.7,1.4,56.57198579,1.73E-05,-0.000198962,9.063418102,-18.81690552,0,2226.2976
50.32833219,1.610548957,21.75,0,5.962856478,1,4.2,2762.069947,139.6102928,40.3813402,9.381263041,168.8627347,43.66209246,100,0,0,1,0,1.7,1.4,56.57198579,5.75E-06,-6.68E-05,9.291216636,-18.93326174,0,2226.441263
50.71149575,1.628431528,22,0,5.951846567,1,4.2,2783.098352,138.4957874,40.36395708,9.524651115,171.4437201,43.20436147,100,0,0,1,0,1.7,1.4,56.57198579,1.92E-06,-2.25E-05,9.519015169,-19.04961796,0,2226.584651
51.09106213,1.646178983,22.25,0,5.940857711,1,4.2,2803.92934,137.391745,40.34189758,9.667765295,174.0197753,42.74362751,100,0,0,1,0,1.7,1.4,56.57198579,6.39E-07,-7.54E-06,9.746813702,-19.16597417,0,2226.727765
51.46711309,1.663794589,22.5,0,5.929889846,1,4.2,2824.567399,136.2979279,40.31529235,9.810606408,176.5909154,42.27982127,100,0,0,1,0,1.7,1.4,56.57198579,2.13E-07,-2.53E-06,9.974612236,-19.28233039,0,2226.870606
51.83972725,1.681281484,22.75,0,5.918942907,1,4.2,2845.016842,135.2141074,40.28426694,9.953175265,179.1571548,41.81287335,100,0,0,1,0,1.7,1.4,56.57198579,7.10E-08,-8.50E-07,10.20241077,-19.39868661,0,2227.013175
52.20898025,1.698642686,23,0,5.908016834,1,4.2,2865.281821,134.1400635,40.2489421,10.09547266,181.7185079,41.34271424,100,0,0,1,0,1.7,1.4,56.57198579,2.37E-08,-2.86E-07,10.4302093,-19.51504282,0,2227.155473
52.5749449,1.7158811,23.25,0,5.897111564,1,4.2,2885.366332,133.0755844,40.209434,10.23749938,184.2749888,40.86927419,100,0,0,1,0,1.7,1.4,56.57198579,7.89E-09,-9.59E-08,10.65800784,-19.63139904,0,2227.297499
52.93769137,1.73299952,23.5,0,5.886227039,1,4.2,2905.274227,132.020466,40.1658545,10.37925618,186.8266112,40.39248322,100,0,0,1,0,1.7,1.4,56.57198579,2.63E-09,-3.22E-08,10.88580637,-19.74775526,0,2227.439256
