Elapsed Time,C-rate,Voltage,Change in Ahr,SoC,Offset SoC
272.077,0.501229,3.65191,7.623947,1.016942,2.247025
273.177,0.500231,3.65255,7.624848,1.032222,2.262305
274.277,0.500297,3.6532,7.62575,1.047507,2.27759
275.377,0.499964,3.65385,7.626651,1.062787,2.29287
276.477,0.500234,3.65449,7.627552,1.07805,2.308133
277.577,0.499766,3.65514,7.628454,1.093334,2.323417
278.677,0.499632,3.65611,7.629355,1.108614,2.338697
279.777,0.499229,3.65676,7.630256,1.123883,2.353966
280.877,0.500232,3.6574,7.631158,1.139161,2.369244
281.977,0.500032,3.65805,7.632059,1.154443,2.384526
283.077,0.500364,3.6587,7.632961,1.169727,2.39981
284.177,0.499968,3.65967,7.633862,1.184999,2.415082
285.277,0.499231,3.66032,7.634763,1.200277,2.43036
286.377,0.499371,3.66096,7.635665,1.215556,2.445639
287.477,0.499966,3.66161,7.636566,1.230827,2.46091
288.577,0.499366,3.66226,7.637467,1.246101,2.476184
289.677,0.499498,3.6629,7.638369,1.261386,2.491469
290.777,0.500563,3.66355,7.63927,1.276664,2.506747
291.877,0.500363,3.6642,7.640172,1.291947,2.52203
292.977,0.500231,3.66484,7.641074,1.307235,2.537318
294.077,0.499764,3.66549,7.641974,1.322495,2.552578
295.177,0.499498,3.66614,7.642876,1.337773,2.567856
296.277,0.499031,3.66678,7.643777,1.353055,2.583138
297.377,0.500166,3.66743,7.644679,1.368335,2.598418
298.477,0.500431,3.66808,7.64558,1.38361,2.613693
299.577,0.500364,3.66873,7.646482,1.398891,2.628974
300.677,0.500098,3.6697,7.647383,1.414168,2.644251
301.777,0.499302,3.67002,7.648285,1.429451,2.659534
302.877,0.4991,3.67099,7.649186,1.444727,2.67481
303.977,0.500829,3.67131,7.650088,1.460013,2.690096
305.077,0.499427,3.67228,7.650989,1.475289,2.705372
306.177,0.500829,3.67293,7.65189,1.490561,2.720644
307.277,0.500563,3.67358,7.652792,1.505846,2.735929
308.377,0.499829,3.67422,7.653693,1.521114,2.751197
309.477,0.500431,3.67487,7.654594,1.536397,2.76648
310.577,0.500695,3.67519,7.655496,1.551676,2.781759
311.677,0.500964,3.67584,7.656397,1.566942,2.797025
312.777,0.500566,3.67649,7.657298,1.582215,2.812298
313.877,0.500827,3.67713,7.658199,1.597494,2.827577
314.977,0.499166,3.6781,7.659101,1.612771,2.842854
316.077,0.500095,3.67843,7.660002,1.628043,2.858126
317.177,0.499629,3.67907,7.660903,1.643318,2.873401
318.277,0.500497,3.67972,7.661805,1.658602,2.888685
319.377,0.499098,3.68037,7.662706,1.673875,2.903958
320.477,0.500431,3.68102,7.663607,1.689157,2.91924
321.577,0.499564,3.68166,7.664508,1.704429,2.934512
322.677,0.499363,3.68231,7.66541,1.719707,2.94979
323.777,0.498963,3.68263,7.666311,1.734985,2.965068
324.877,0.498964,3.68328,7.667213,1.750262,2.980345
325.977,0.499764,3.68393,7.668114,1.765543,2.995626
327.077,0.499764,3.68457,7.669015,1.78082,3.010903
328.177,0.499764,3.6849,7.669916,1.796089,3.026172
329.277,0.500364,3.68587,7.670817,1.811349,3.041432
330.377,0.499432,3.68651,7.671718,1.826624,3.056707
331.477,0.499232,3.68684,7.672619,1.841906,3.071989
332.577,0.500031,3.68781,7.673521,1.857178,3.087261
333.677,0.500232,3.68845,7.674422,1.87246,3.102543
334.777,0.499566,3.68878,7.675324,1.887739,3.117822
335.877,0.498763,3.68942,7.676225,1.903008,3.133091
336.977,0.500363,3.69007,7.677126,1.918286,3.148369
338.077,0.499761,3.69039,7.678028,1.933568,3.163651
339.177,0.500231,3.69137,7.678929,1.948846,3.178929
340.277,0.499763,3.69169,7.67983,1.964121,3.194204
341.377,0.500366,3.69234,7.680731,1.979394,3.209477
342.477,0.499697,3.69266,7.681633,1.994674,3.224757
343.577,0.501095,3.69331,7.682535,2.009957,3.24004
344.677,0.499698,3.69395,7.683436,2.025238,3.255321
345.777,0.499964,3.6946,7.684338,2.040518,3.270601
346.877,0.500095,3.69525,7.685238,2.055781,3.285864
347.977,0.499829,3.69589,7.68614,2.07107,3.301153
349.077,0.500163,3.69654,7.687041,2.086345,3.316428
350.177,0.500429,3.69686,7.687943,2.10162,3.331703
351.277,0.499763,3.69751,7.688845,2.116908,3.346991
352.377,0.499764,3.69816,7.689746,2.13218,3.362263
353.477,0.500032,3.69848,7.690647,2.14745,3.377533
354.577,0.499898,3.6988,7.691548,2.162732,3.392815
355.677,0.500232,3.69977,7.692449,2.178007,3.40809
356.777,0.500564,3.7001,7.693351,2.193288,3.423371
357.877,0.500027,3.70075,7.694252,2.208563,3.438646
358.977,0.500764,3.70139,7.695154,2.223843,3.453926
360.077,0.500827,3.70172,7.696056,2.239131,3.469214
361.177,0.500163,3.70236,7.696957,2.25441,3.484493
362.277,0.499629,3.70269,7.697858,2.26968,3.499763
363.377,0.501029,3.70333,7.698759,2.284944,3.515027
364.477,0.500098,3.70398,7.69966,2.300219,3.530302
365.577,0.500631,3.7043,7.700561,2.315498,3.545581
366.677,0.499698,3.70495,7.701462,2.330768,3.560851
367.777,0.500431,3.7056,7.702364,2.346047,3.57613
368.877,0.500829,3.70592,7.703265,2.361321,3.591404
369.977,0.500695,3.70657,7.704167,2.376607,3.60669
371.077,0.499629,3.70689,7.705068,2.391881,3.621964
372.177,0.500027,3.70754,7.705969,2.407147,3.63723
373.277,0.500029,3.70818,7.706871,2.422432,3.652515
374.377,0.500032,3.70851,7.707773,2.437721,3.667804
375.477,0.500631,3.70915,7.708674,2.453005,3.683088
376.577,0.500164,3.7098,7.709576,2.468287,3.69837
377.677,0.499963,3.71012,7.710477,2.483562,3.713645
378.777,0.4999,3.71077,7.711379,2.498846,3.728929
379.877,0.499498,3.71109,7.712281,2.514129,3.744212
380.977,0.499695,3.71174,7.713182,2.529399,3.759482
382.077,0.499566,3.71239,7.714083,2.544674,3.774757
383.177,0.500098,3.71271,7.714984,2.559956,3.790039
384.277,0.500164,3.71304,7.715886,2.575236,3.805319
385.377,0.499764,3.71368,7.716788,2.59052,3.820603
386.477,0.500098,3.71401,7.71769,2.605808,3.835891
387.577,0.500897,3.71465,7.718591,2.621081,3.851164
388.677,0.500295,3.71498,7.719492,2.63636,3.866443
389.777,0.499497,3.71562,7.720393,2.651624,3.881707
390.877,0.500895,3.71595,7.721295,2.666906,3.896989
391.977,0.499563,3.71627,7.722195,2.682174,3.912257
393.077,0.499231,3.71692,7.723096,2.697446,3.927529
394.177,0.500832,3.71724,7.723998,2.712727,3.94281
395.277,0.499898,3.71756,7.724899,2.728005,3.958088
396.377,0.499363,3.71821,7.725801,2.743284,3.973367
397.477,0.499432,3.71886,7.726702,2.758551,3.988634
398.577,0.499631,3.71918,7.727602,2.773817,4.0039
399.677,0.499764,3.7195,7.728503,2.789092,4.019175
400.777,0.499432,3.72015,7.729404,2.804364,4.034447
401.877,0.499229,3.72047,7.730306,2.819637,4.04972
402.977,0.499564,3.7208,7.731207,2.834912,4.064995
404.077,0.500095,3.72144,7.732108,2.850189,4.080272
