Section Length,Cumulative Length,Radius
12.19,18322.87,5.52
95.71,18418.58,0
4.28,18422.86,6.38
8.89,18431.75,7.09
9.5,18441.25,7.92
7.5,18448.75,8.7
10.67,18459.42,36.5
31.55,18490.97,0
5.2,18496.17,3.71
31.33,18527.5,14.33
7.22,18534.72,0
4,18538.72,6.58
5.99,18544.71,20.92
29.12,18573.83,0
4.91,18578.74,8.51
10,18588.74,8.13
9.8,18598.54,8.49
9.09,18607.63,7.79
5.22,18612.85,0
9.72,18622.57,8.45
8.69,18631.26,0
12.37,18643.63,10.03
7.28,18650.91,0
12.91,18663.82,8.2
3.65,18667.47,0
9.96,18677.43,6.86
6.51,18683.94,0
7.13,18691.07,7.01
5.38,18696.45,4.79
17.79,18714.24,0
9.92,18724.16,9.39
9.94,18734.1,0
15.32,18749.42,13.24
8.08,18757.5,0
14.53,18772.03,13.3
10.52,18782.55,0
12.98,18795.53,15.07
11.78,18807.31,0
10,18817.31,23.56
63.85,18881.16,0
18.74,18899.9,31.72
26.59,18926.49,21.5
18.13,18944.62,0
25.64,18970.26,22.09
20.28,18990.54,0
18.34,19008.88,22.23
14.41,19023.29,20.43
10.71,19034,11.57
11.77,19045.77,15.09
29.13,19074.9,20.63
10.25,19085.15,10.21
78.13,19163.28,0
10.04,19173.32,7.44
16.01,19189.33,11.78
16.68,19206.01,0
7.21,19213.22,9.13
6.61,19219.83,4.05
6.68,19226.51,0
14.26,19240.77,12.32
7.29,19248.06,3.92
9.05,19257.11,29.42
20.96,19278.07,0
32.25,19310.32,33.4
22.99,19333.31,17.72
17.05,19350.36,15.49
12.19,19362.55,5.52
95.71,19458.26,0
4.28,19462.54,6.38
8.89,19471.43,7.09
9.5,19480.93,7.92
7.5,19488.43,8.7
10.67,19499.1,36.5
31.55,19530.65,0
5.2,19535.85,3.71
31.33,19567.18,14.33
7.22,19574.4,0
4,19578.4,6.58
5.99,19584.39,20.92
29.12,19613.51,0
4.91,19618.42,8.51
10,19628.42,8.13
9.8,19638.22,8.49
9.09,19647.31,7.79
5.22,19652.53,0
9.72,19662.25,8.45
8.69,19670.94,0
12.37,19683.31,10.03
7.28,19690.59,0
12.91,19703.5,8.2
3.65,19707.15,0
9.96,19717.11,6.86
6.51,19723.62,0
7.13,19730.75,7.01
5.38,19736.13,4.79
17.79,19753.92,0
9.92,19763.84,9.39
9.94,19773.78,0
15.32,19789.1,13.24
8.08,19797.18,0
14.53,19811.71,13.3
10.52,19822.23,0
12.98,19835.21,15.07
11.78,19846.99,0
10,19856.99,23.56
63.85,19920.84,0
18.74,19939.58,31.72
26.59,19966.17,21.5
18.13,19984.3,0
25.64,20009.94,22.09
20.28,20030.22,0
18.34,20048.56,22.23
14.41,20062.97,20.43
10.71,20073.68,11.57
11.77,20085.45,15.09
29.13,20114.58,20.63
10.25,20124.83,10.21
78.13,20202.96,0
10.04,20213,7.44
16.01,20229.01,11.78
16.68,20245.69,0
7.21,20252.9,9.13
6.61,20259.51,4.05
6.68,20266.19,0
14.26,20280.45,12.32
7.29,20287.74,3.92
9.05,20296.79,29.42
20.96,20317.75,0
32.25,20350,33.4
22.99,20372.99,17.72
17.05,20390.04,15.49
12.19,20402.23,5.52
95.71,20497.94,0
4.28,20502.22,6.38
8.89,20511.11,7.09
9.5,20520.61,7.92
7.5,20528.11,8.7
10.67,20538.78,36.5
31.55,20570.33,0
5.2,20575.53,3.71
31.33,20606.86,14.33
7.22,20614.08,0
4,20618.08,6.58
5.99,20624.07,20.92
29.12,20653.19,0
4.91,20658.1,8.51
10,20668.1,8.13
9.8,20677.9,8.49
9.09,20686.99,7.79
5.22,20692.21,0
9.72,20701.93,8.45
8.69,20710.62,0
12.37,20722.99,10.03
7.28,20730.27,0
12.91,20743.18,8.2
3.65,20746.83,0
9.96,20756.79,6.86
6.51,20763.3,0
7.13,20770.43,7.01
5.38,20775.81,4.79
17.79,20793.6,0
9.92,20803.52,9.39
9.94,20813.46,0
15.32,20828.78,13.24
8.08,20836.86,0
14.53,20851.39,13.3
10.52,20861.91,0
12.98,20874.89,15.07
11.78,20886.67,0
10,20896.67,23.56
63.85,20960.52,0
18.74,20979.26,31.72
26.59,21005.85,21.5
18.13,21023.98,0
25.64,21049.62,22.09
20.28,21069.9,0
18.34,21088.24,22.23
14.41,21102.65,20.43
10.71,21113.36,11.57
11.77,21125.13,15.09
29.13,21154.26,20.63
10.25,21164.51,10.21
78.13,21242.64,0
10.04,21252.68,7.44
16.01,21268.69,11.78
16.68,21285.37,0
7.21,21292.58,9.13
6.61,21299.19,4.05
6.68,21305.87,0
14.26,21320.13,12.32
7.29,21327.42,3.92
9.05,21336.47,29.42
20.96,21357.43,0
32.25,21389.68,33.4
22.99,21412.67,17.72
17.05,21429.72,15.49
12.19,21441.91,5.52
95.71,21537.62,0
4.28,21541.9,6.38
8.89,21550.79,7.09
9.5,21560.29,7.92
7.5,21567.79,8.7
10.67,21578.46,36.5
31.55,21610.01,0
5.2,21615.21,3.71
31.33,21646.54,14.33
7.22,21653.76,0
4,21657.76,6.58
5.99,21663.75,20.92
29.12,21692.87,0
4.91,21697.78,8.51
10,21707.78,8.13
9.8,21717.58,8.49
9.09,21726.67,7.79
5.22,21731.89,0
9.72,21741.61,8.45
8.69,21750.3,0
12.37,21762.67,10.03
7.28,21769.95,0
12.91,21782.86,8.2
3.65,21786.51,0
9.96,21796.47,6.86
6.51,21802.98,0
7.13,21810.11,7.01
5.38,21815.49,4.79
17.79,21833.28,0
9.92,21843.2,9.39
9.94,21853.14,0
15.32,21868.46,13.24
8.08,21876.54,0
14.53,21891.07,13.3
10.52,21901.59,0
12.98,21914.57,15.07
11.78,21926.35,0
10,21936.35,23.56
63.85,22000.2,0
18.74,22018.94,31.72
26.59,22045.53,21.5
18.13,22063.66,0
25.64,22089.3,22.09
20.28,22109.58,0
18.34,22127.92,22.23
14.41,22142.33,20.43
10.71,22153.04,11.57
11.77,22164.81,15.09
29.13,22193.94,20.63
10.25,22204.19,10.21
78.13,22282.32,0
10.04,22292.36,7.44
16.01,22308.37,11.78
16.68,22325.05,0
7.21,22332.26,9.13
6.61,22338.87,4.05
6.68,22345.55,0
14.26,22359.81,12.32
7.29,22367.1,3.92
9.05,22376.15,29.42
20.96,22397.11,0
32.25,22429.36,33.4
22.99,22452.35,17.72
17.05,22469.4,15.49
12.19,22481.59,5.52
95.71,22577.3,0
4.28,22581.58,6.38
8.89,22590.47,7.09
9.5,22599.97,7.92
7.5,22607.47,8.7
10.67,22618.14,36.5
31.55,22649.69,0
5.2,22654.89,3.71
31.33,22686.22,14.33
7.22,22693.44,0
4,22697.44,6.58
5.99,22703.43,20.92
29.12,22732.55,0
4.91,22737.46,8.51
10,22747.46,8.13
9.8,22757.26,8.49
9.09,22766.35,7.79
5.22,22771.57,0
9.72,22781.29,8.45
8.69,22789.98,0
12.37,22802.35,10.03
7.28,22809.63,0
12.91,22822.54,8.2
3.65,22826.19,0
9.96,22836.15,6.86
6.51,22842.66,0
7.13,22849.79,7.01
5.38,22855.17,4.79
17.79,22872.96,0
