elapsedDistance,brakePosition,engineSpeed,torque
5649.867709866643,0.0,2039.421846,100.0
5650.367614297954,0.0,2047.341414,100.0
5650.867518729266,0.0,2055.075583,100.0
5651.367423160577,0.0,2062.62681,100.0
5651.867327591888,0.0,2069.997525,100.0
5652.3672320232,0.0,2077.190131,100.0
5652.867136454511,0.0,2084.207007,100.0
5653.3670408858225,0.0,2091.050513,100.0
5653.866945317134,0.0,2097.72299,100.0
5654.366849748445,0.0,2104.226763,100.0
5654.866754179757,0.0,2110.564144,100.0
5655.3666586110685,0.0,2120.732421,100.0
5655.866563042379,0.0,2134.762226,100.0
5656.366467473691,0.0,2148.670477,100.0
5656.866371905002,0.0,2162.459594,100.0
5657.366276336314,0.0,2176.131914,100.0
5657.866180767625,0.0,2189.689697,100.0
5658.366085198936,0.0,2203.13513,100.0
5658.865989630248,0.0,2216.470327,100.0
5659.365894061559,0.0,2229.697337,100.0
5659.86579849287,0.0,2242.81814,100.0
5660.365702924182,0.0,2255.834659,100.0
5660.865607355493,0.0,2268.748755,100.0
5661.365511786805,0.0,2281.562233,100.0
5661.865416218116,0.0,2294.276844,100.0
5662.365320649427,0.0,2306.894288,100.0
5662.865225080739,0.0,2319.416215,100.0
5663.36512951205,0.0,2331.844226,100.0
5663.865033943362,0.0,2344.179877,100.0
5664.364938374672,0.0,2356.42468,100.0
5664.864842805984,0.0,2368.580106,100.0
5665.364747237296,0.0,2380.647585,100.0
5665.864651668607,100.0,2346.272516,100.0
5666.364556099918,100.0,2310.049942,100.0
5666.86446053123,100.0,2273.325666,100.0
5667.364364962541,100.0,2236.07454,100.0
5667.864269393853,100.0,2198.269318,100.0
5668.364173825164,100.0,2159.880402,100.0
5668.864078256475,100.0,2120.875553,100.0
5669.363982687787,100.0,2081.219541,100.0
5669.863887119098,100.0,2040.873751,100.0
5670.36379155041,100.0,1999.795703,100.0
5670.86369598172,100.0,1957.938494,100.0
5671.363600413032,100.0,1915.250122,100.0
5671.863504844344,100.0,1871.672679,100.0
5672.363409275655,54.26070382,1836.570515,100.0
5672.863313706966,53.76008014,1810.555949,100.0
5673.363218138277,53.17283674,1784.437599,100.0
5673.863122569589,52.47950197,1758.249441,100.0
5674.363027000901,51.65440709,1732.036557,100.0
5674.862931432212,50.6629532,1705.858999,100.0
5675.362835863523,49.45722407,1679.797393,100.0
5675.862740294834,47.9685745,1653.961321,100.0
5676.362644726146,46.09425932,1628.502409,100.0
5676.862549157458,43.67110019,1603.635969,100.0
5677.362453588768,40.41678107,1579.679741,100.0
5677.86235802008,35.77140542,1557.132059,100.0
5678.362262451392,28.29151818,1536.864625,100.0
5678.862166882703,2.11e-06,1520.860105,100.0
5679.362071314014,0.0,1517.258541,100.0
5679.861975745325,0.0,1516.581028,100.0
5680.361880176637,0.0,1516.072548,100.0
5680.861784607949,0.0,1515.685506,100.0
5681.3616890392595,0.0,1515.388118,100.0
5681.861593470571,0.0,1515.15811,100.0
5682.361497901882,0.0,1514.979369,100.0
5682.861402333194,0.0,1514.839979,100.0
5683.361306764506,0.0,1514.730991,100.0
5683.861211195816,0.0,1514.645602,100.0
5684.361115627128,0.0,1514.578601,100.0
5684.861020058439,0.0,1514.525965,100.0
5685.360924489751,0.0,1514.484577,100.0
5685.860828921062,0.0,1525.086228,100.0
5686.360733352373,0.0,1546.070218,100.0
5686.860637783685,0.0,1566.727269,100.0
5687.360542214996,0.0,1587.070362,100.0
5687.8604466463075,0.0,1607.111619,100.0
5688.360351077619,0.0,1626.862386,100.0
5688.86025550893,0.0,1646.333298,100.0
5689.360159940242,0.0,1665.53434,100.0
5689.860064371554,0.0,1684.474906,100.0
5690.359968802864,0.0,1703.16384,100.0
5690.859873234176,0.0,1721.609487,100.0
5691.359777665487,0.0,1739.819729,100.0
5691.859682096799,0.0,1757.802019,100.0
5692.35958652811,0.0,1775.563416,100.0
5692.859490959421,0.0,1791.240232,100.0
5693.359395390733,0.0,1804.797242,100.0
5693.859299822044,0.0,1818.096026,100.0
5694.3592042533555,0.0,1831.141229,100.0
5694.859108684667,0.0,1843.937304,100.0
5695.359013115978,0.0,1856.488528,100.0
5695.85891754729,0.0,1868.799009,100.0
5696.358821978601,0.0,1880.872703,100.0
5696.858726409912,0.0,1892.713418,100.0
5697.358630841224,0.0,1904.32483,100.0
5697.858535272535,0.0,1915.710489,100.0
5698.358439703847,0.0,1926.873826,100.0
5698.8583441351575,0.0,1937.818162,100.0
5699.358248566469,0.0,1948.546718,100.0
5699.858152997781,75.82160421,1927.446127,100.0
5700.358057429092,77.76456173,1893.645267,100.0
5700.8579618604035,79.6272441,1858.514863,100.0
5701.357866291715,81.4095344,1822.011781,100.0
5701.857770723026,83.11128104,1784.086109,100.0
5702.357675154338,84.73231046,1744.680038,100.0
5702.857579585649,86.27243755,1703.726465,100.0
5703.35748401696,87.73147438,1661.147237,100.0
5703.857388448272,89.10923736,1616.850925,100.0
5704.357292879583,90.40555312,1570.729968,100.0
5704.857197310895,91.62026338,1522.656956,100.0
5705.3571017422055,92.75322869,1472.479725,100.0
5705.857006173517,93.80433131,1420.014749,100.0
5706.356910604829,94.77347713,1365.038072,100.0
5706.85681503614,0.0,1334.684519,100.0
5707.3567194674515,0.0,1332.052039,100.0
5707.856623898762,0.0,1331.009214,100.0
5708.356528330074,0.0,1330.35923,100.0
5708.856432761386,0.0,1329.932477,100.0
5709.356337192697,0.0,1329.645079,100.0
5709.856241624008,0.0,1329.448691,100.0
5710.356146055319,0.0,1329.313276,100.0
5710.856050486631,0.0,1329.219357,100.0
5711.355954917943,0.0,1329.153964,100.0
5711.8558593492535,0.0,1329.108314,100.0
5712.355763780565,0.0,1329.076388,100.0
5712.855668211877,0.0,1329.054033,100.0
5713.355572643188,0.0,1329.038366,100.0
5713.8554770744995,0.0,1329.02738,100.0
5714.35538150581,0.0,1341.210858,100.0
5714.855285937122,0.0,1365.204824,100.0
5715.355190368434,0.0,1388.71208,100.0
5715.855094799745,0.0,1411.756783,100.0
5716.354999231056,0.0,1434.361053,100.0
5716.854903662367,0.0,1456.545204,100.0
5717.354808093679,0.0,1478.327943,100.0
5717.854712524991,0.0,1499.726548,100.0
5718.3546169563015,0.0,1520.757011,100.0
5718.854521387613,0.0,1541.434174,100.0
5719.354425818924,0.0,1561.771838,100.0
5719.854330250236,0.0,1581.782863,100.0
5720.3542346815475,0.0,1601.479257,100.0
5720.854139112858,0.0,1620.872253,100.0
5721.35404354417,0.0,1639.972379,100.0
5721.853947975481,0.0,1658.789515,100.0
5722.353852406793,0.0,1677.33295,100.0
5722.853756838104,0.0,1695.611431,100.0
5723.353661269415,0.0,1714.154806,100.0
5723.853565700727,0.0,1732.459631,100.0
5724.353470132039,0.0,1750.53353,100.0
5724.8533745633495,0.0,1768.383718,100.0
5725.353278994661,0.0,1786.017032,100.0
5725.853183425972,0.0,1803.439959,100.0
5726.353087857284,0.0,1820.658662,100.0
5726.8529922885955,0.0,1837.678997,100.0
5727.352896719906,0.0,1854.506541,100.0
5727.852801151218,0.0,1871.146605,100.0
5728.352705582529,0.0,1887.604256,100.0
5728.852610013841,0.0,1903.884329,100.0
5729.352514445152,0.0,1919.991442,100.0
5729.852418876463,0.0,1935.930014,100.0
5730.352323307775,0.0,1951.704269,100.0
5730.852227739086,0.0,1967.318256,100.0
5731.352132170397,0.0,1982.775854,100.0
5731.852036601709,0.0,1998.080783,100.0
5732.35194103302,0.0,2013.236614,100.0
5732.851845464332,0.0,2028.246777,100.0
5733.351749895643,0.0,2043.114568,100.0
5733.851654326954,0.0,2057.843157,100.0
5734.351558758266,0.0,2072.435595,100.0
5734.851463189577,0.0,2086.894819,100.0
5735.351367620889,0.0,2101.223658,100.0
5735.8512720522,0.0,2115.42484,100.0
5736.351176483511,0.0,2129.500997,100.0
5736.851080914823,0.0,2143.454667,100.0
5737.350985346134,0.0,2157.288303,100.0
5737.850889777445,0.0,2171.004273,100.0
5738.350794208757,0.0,2184.604865,100.0
5738.850698640068,0.0,2198.092293,100.0
5739.35060307138,0.0,2211.468699,100.0
5739.850507502691,0.0,2224.736154,100.0
5740.350411934002,0.0,2237.896665,100.0
5740.850316365314,0.0,2250.952176,100.0
5741.350220796625,0.0,2263.904572,100.0
5741.850125227937,0.0,2276.755677,100.0
5742.350029659247,0.0,2289.507263,100.0
5742.849934090559,0.0,2302.161049,100.0
5743.349838521871,0.0,2314.718702,100.0
5743.849742953182,0.0,2327.181843,100.0
5744.349647384493,0.0,2339.015703,100.0
5744.849551815805,0.0,2350.215492,100.0
5745.349456247116,0.0,2361.316838,100.0
5745.849360678428,0.0,2372.321081,100.0
5746.349265109739,0.0,2383.229521,100.0
5746.84916954105,0.0,2394.043427,100.0
5747.349073972362,0.0,2404.764037,100.0
5747.848978403673,0.0,2415.392557,100.0
5748.348882834985,0.0,2425.930161,100.0
5748.848787266295,0.0,2436.377997,100.0
5749.348691697607,0.0,2446.737185,100.0
5749.848596128919,0.0,2457.008816,100.0
5750.34850056023,0.0,2467.193958,100.0
5750.848404991541,0.0,2477.293651,100.0
5751.348309422852,0.0,2487.308915,100.0
5751.848213854164,0.0,2497.240743,100.0
5752.348118285476,0.0,2507.090108,100.0
5752.8480227167865,0.0,2516.85796,100.0
5753.347927148098,0.0,2526.545229,100.0
5753.847831579409,0.0,2536.152824,100.0
5754.347736010721,0.0,2545.681634,100.0
5754.847640442033,0.0,2555.13253,100.0
5755.347544873343,0.0,2564.506366,100.0
5755.847449304655,0.0,2573.803975,100.0
5756.347353735967,0.0,2583.026176,100.0
5756.847258167278,0.0,2592.173768,100.0
5757.347162598589,0.0,2601.247538,100.0
5757.8470670299,0.0,2610.248254,100.0
5758.346971461212,0.0,2619.176671,100.0
5758.846875892524,0.0,2628.033527,100.0
5759.3467803238345,0.0,2636.819549,100.0
5759.846684755146,0.0,2645.535447,100.0
5760.346589186457,0.0,2654.181921,100.0
5760.846493617769,0.0,2662.759654,100.0
5761.346398049081,0.0,2671.269319,100.0
5761.846302480391,0.0,2679.711577,100.0
5762.346206911703,0.0,2688.087076,100.0
5762.846111343014,0.0,2696.396453,100.0
5763.346015774326,0.0,2704.640334,100.0
5763.845920205637,0.0,2712.819333,100.0
5764.345824636948,0.0,2720.934054,100.0
5764.84572906826,0.0,2728.985091,100.0
5765.345633499571,0.0,2736.973029,100.0
5765.8455379308825,0.0,2744.898441,100.0
5766.345442362194,0.0,2752.761892,100.0
5766.845346793505,0.0,2760.563937,100.0
5767.345251224817,0.0,2768.305123,100.0
5767.845155656129,0.0,2775.985988,100.0
5768.345060087439,0.0,2783.607061,100.0
5768.844964518751,0.0,2791.168863,100.0
5769.344868950062,0.0,2798.671906,100.0
5769.844773381374,0.0,2806.116696,100.0
5770.344677812685,0.0,2813.503731,100.0
5770.844582243996,0.0,2820.833501,100.0
5771.344486675308,0.0,2828.106487,100.0
5771.844391106619,0.0,2835.323166,100.0
5772.3442955379305,0.0,2842.484007,100.0
5772.844199969242,0.0,2849.589472,100.0
5773.344104400553,0.0,2856.640016,100.0
5773.844008831865,0.0,2863.636088,100.0
5774.343913263176,0.0,2870.578132,100.0
5774.843817694487,0.0,2877.466584,100.0
5775.343722125799,84.08688761,2879.926002,100.0
5775.84362655711,84.71819037,2853.651698,100.0
5776.343530988422,0.0,2838.33736,100.0
5776.8434354197325,0.0,2834.605539,100.0
5777.343339851044,0.0,2831.573901,100.0
5777.843244282356,0.0,2828.849381,100.0
5778.343148713667,0.0,2826.352134,100.0
5778.8430531449785,0.0,2824.038579,100.0
5779.34295757629,0.0,2821.880198,100.0
5779.842862007601,0.0,2819.856486,100.0
5780.342766438913,0.0,2817.951809,100.0
5780.842670870224,0.0,2816.153759,100.0
5781.342575301535,0.0,2814.45219,100.0
5781.842479732847,0.0,2812.838624,100.0
5782.342384164158,0.0,2811.305843,100.0
5782.84228859547,0.0,2809.847619,100.0
5783.3421930267805,0.0,2808.458509,100.0
5783.842097458092,0.0,2807.133716,100.0
5784.342001889404,0.0,2805.868969,100.0
5784.841906320715,0.0,2804.660443,100.0
5785.3418107520265,0.0,2803.504686,100.0
5785.841715183337,0.0,2802.398573,100.0
5786.341619614649,0.0,2801.339252,100.0
5786.841524045961,0.0,2800.324115,100.0
5787.341428477272,0.0,2799.350767,100.0
5787.841332908583,0.0,2798.417,100.0
5788.341237339894,0.0,2797.520771,100.0
5788.841141771206,0.0,2796.660187,100.0
5789.341046202518,0.0,2795.833486,100.0
5789.8409506338285,0.0,2795.039027,100.0
5790.34085506514,0.0,2794.275278,100.0
5790.840759496452,0.0,2793.540803,100.0
5791.340663927763,0.0,2792.834258,100.0
5791.8405683590745,0.0,2792.154379,100.0
5792.340472790385,27.6517073,2788.186534,100.0
5792.840377221697,30.4018519,2776.46182,100.0
5793.340281653009,33.03944384,2763.971239,100.0
5793.84018608432,35.58079214,2750.735382,100.0
5794.340090515631,38.03763567,2736.770418,100.0
5794.839994946942,40.41869785,2722.089181,100.0
5795.339899378254,42.73062464,2706.701891,100.0
5795.839803809566,44.97858046,2690.616644,100.0
5796.3397082408765,47.16664296,2673.839767,100.0
5796.839612672188,49.2980737,2656.376068,100.0
5797.339517103499,51.37550932,2638.229021,100.0
5797.839421534811,53.40109989,2619.400901,100.0
5798.3393259661225,55.37661115,2599.892879,100.0
5798.839230397433,57.3035017,2579.705098,100.0
5799.339134828745,0.0,2567.400493,100.0
5799.839039260056,0.0,2563.894444,100.0
5800.338943691368,0.0,2561.169293,100.0
5800.838848122679,0.0,2558.775302,100.0
5801.33875255399,0.0,2556.622709,100.0
5801.838656985302,0.0,2554.662625,100.0
5802.338561416614,0.0,2552.863148,100.0
5802.838465847924,0.0,2551.201418,100.0
5803.338370279236,0.0,2549.660065,100.0
5803.838274710547,0.0,2548.225354,100.0
5804.338179141859,0.0,2546.886104,100.0
5804.8380835731705,0.0,2545.633002,100.0
5805.337988004481,0.0,2544.458163,100.0
5805.837892435793,0.0,2543.354806,100.0
5806.337796867104,0.0,2542.31704,100.0
5806.837701298416,0.0,2541.33969,100.0
5807.337605729727,0.0,2540.418177,100.0
5807.837510161038,0.0,2539.548419,100.0
5808.33741459235,0.0,2538.726754,100.0
5808.837319023661,0.0,2537.949878,100.0
5809.337223454972,0.0,2537.2148,100.0
5809.837127886284,0.0,2536.518797,100.0
5810.337032317595,0.0,2535.859382,100.0
5810.836936748907,0.0,2535.234276,100.0
5811.336841180218,24.54604129,2533.402399,100.0
5811.836745611529,27.91490928,2521.945197,100.0
5812.336650042841,31.1126328,2509.462894,100.0
5812.836554474152,34.17147815,2495.990913,100.0
5813.336458905464,37.1126116,2481.555305,100.0
5813.836363336775,39.95064043,2466.175598,100.0
5814.336267768086,42.69602396,2449.866494,100.0
5814.836172199398,45.35646019,2432.638939,100.0
5815.336076630709,47.9377338,2414.500833,100.0
5815.83598106202,50.44426063,2395.45751,100.0
5816.335885493332,0.0,2383.694693,100.0
5816.835789924643,0.0,2380.335714,100.0
5817.335694355955,0.0,2377.823841,100.0
5817.835598787266,0.0,2375.660744,100.0
5818.335503218577,0.0,2373.748532,100.0
5818.835407649889,0.0,2372.034012,100.0
5819.3353120812,0.0,2370.482577,100.0
5819.835216512512,0.0,2369.069515,100.0
5820.335120943822,0.0,2367.776117,100.0
5820.835025375134,0.0,2366.587653,100.0
5821.334929806446,0.0,2365.492177,100.0
5821.834834237757,0.0,2371.033845,100.0
5822.334738669068,0.0,2383.083663,100.0
5822.83464310038,0.0,2395.047201,100.0
5823.334547531691,0.0,2406.925804,100.0
5823.834451963003,0.0,2418.720784,100.0
5824.3343563943135,0.0,2430.433415,100.0
5824.834260825625,0.0,2442.064939,100.0
5825.334165256937,0.0,2453.616568,100.0
5825.834069688248,0.0,2465.08948,100.0
5826.33397411956,0.0,2476.484827,100.0
5826.83387855087,0.0,2487.803728,100.0
5827.333782982182,0.0,2499.047278,100.0
5827.833687413494,0.0,2510.216544,100.0
5828.333591844805,0.0,2521.312567,100.0
5828.833496276116,0.0,2532.336364,100.0
5829.333400707427,0.0,2543.288927,100.0
5829.833305138739,0.0,2554.171225,100.0
5830.333209570051,0.0,2564.984204,100.0
5830.8331140013615,0.0,2575.72879,100.0
5831.333018432673,0.0,2586.405886,100.0
5831.832922863984,0.0,2597.016376,100.0
5832.332827295296,0.0,2607.561124,100.0
5832.832731726608,0.0,2618.040974,100.0
5833.332636157918,0.0,2628.456753,100.0
5833.83254058923,0.0,2638.809269,100.0
5834.332445020542,0.0,2649.099313,100.0
5834.832349451853,0.0,2659.327659,100.0
5835.332253883164,0.0,2669.495064,100.0
5835.832158314475,0.0,2679.602271,100.0
5836.332062745787,0.0,2689.650006,100.0
5836.831967177099,0.0,2699.63898,100.0
5837.3318716084095,0.0,2709.569891,100.0
5837.831776039721,0.0,2719.443422,100.0
5838.331680471032,0.0,2729.260241,100.0
5838.831584902344,0.0,2739.021006,100.0
5839.331489333656,0.0,2748.726358,100.0
5839.831393764966,0.0,2758.37693,100.0
5840.331298196278,0.0,2767.973338,100.0
5840.831202627589,0.0,2777.516189,100.0
5841.331107058901,0.0,2787.006079,100.0
5841.831011490212,0.0,2796.443591,100.0
5842.330915921523,0.0,2805.829298,100.0
5842.830820352835,0.0,2815.163762,100.0
5843.330724784146,0.0,2824.447534,100.0
5843.8306292154575,0.0,2833.681156,100.0
5844.330533646769,0.0,2842.865161,100.0
5844.83043807808,0.0,2852.00007,100.0
5845.330342509392,0.0,2861.086396,100.0
5845.830246940704,0.0,2870.124643,100.0
5846.330151372014,0.0,2879.115305,100.0
5846.830055803326,0.0,2888.05887,100.0
5847.329960234637,0.0,2896.955815,100.0
5847.829864665949,0.0,2905.80661,100.0
5848.32976909726,0.0,2914.611716,100.0
5848.829673528571,0.0,2923.371586,100.0
5849.329577959883,0.0,2932.086668,100.0
5849.829482391194,0.0,2940.7574,100.0
5850.3293868225055,0.0,2949.384213,100.0
5850.829291253817,0.0,2957.967532,100.0
5851.329195685128,0.0,2966.507773,100.0
5851.82910011644,0.0,2975.005348,100.0
5852.329004547751,0.0,2983.460661,100.0
5852.828908979062,0.0,2991.874108,100.0
5853.328813410374,0.0,3000.246081,100.0
5853.828717841685,0.0,3008.576965,100.0
5854.328622272997,0.0,3016.867139,100.0
5854.8285267043075,0.0,3025.116977,100.0
5855.328431135619,0.0,3033.326844,100.0
5855.828335566931,0.0,3041.497103,100.0
5856.328239998242,0.0,3049.628111,100.0
5856.8281444295535,0.0,3057.720217,100.0
5857.328048860865,0.0,3065.773767,100.0
5857.827953292176,0.0,3073.789101,100.0
5858.327857723488,0.0,3081.766555,100.0
5858.827762154799,0.0,3089.706458,100.0
5859.32766658611,0.0,3097.609136,100.0
5859.827571017422,0.0,3105.47491,100.0
5860.327475448733,0.0,3113.304096,100.0
5860.827379880045,0.0,3121.097005,100.0
5861.3272843113555,0.0,3128.853944,100.0
5861.827188742667,0.0,3136.575215,100.0
5862.327093173979,0.0,3144.261117,100.0
5862.82699760529,0.0,3151.911944,100.0
5863.3269020366015,0.0,3159.527987,100.0
5863.826806467912,0.0,3167.10953,100.0
5864.326710899224,0.0,3174.656856,100.0
5864.826615330536,0.0,3182.170244,100.0
5865.326519761847,0.0,3189.649967,100.0
5865.826424193158,0.0,3197.096296,100.0
5866.326328624469,0.0,3204.509499,100.0
5866.826233055781,0.0,3211.889838,100.0
5867.326137487093,0.0,3219.237574,100.0
5867.8260419184035,0.0,3226.552963,100.0
5868.325946349715,0.0,3233.836258,100.0
5868.825850781027,0.0,3241.087709,100.0
5869.325755212338,0.0,3248.307562,100.0
5869.8256596436495,0.0,3255.496062,100.0
5870.32556407496,0.0,3262.653448,100.0
5870.825468506272,0.0,3269.779957,100.0
5871.325372937584,0.0,3276.875823,100.0
5871.825277368895,0.0,3283.941278,100.0
5872.325181800206,0.0,3290.97655,100.0
5872.825086231517,0.0,3297.981863,100.0
5873.324990662829,0.0,3304.957442,100.0
5873.824895094141,0.0,3311.903506,100.0
5874.324799525451,0.0,3318.820271,100.0
5874.824703956763,0.0,3325.707953,100.0
5875.324608388074,0.0,3332.566763,100.0
5875.824512819386,0.0,3339.39691,100.0
5876.3244172506975,0.0,3346.198602,100.0
5876.824321682008,0.0,3352.972043,100.0
5877.32422611332,0.0,3359.717434,100.0
5877.824130544631,0.0,3366.434975,100.0
5878.324034975943,0.0,3373.124863,100.0
5878.823939407254,0.0,3379.787293,100.0
5879.323843838565,0.0,3386.422457,100.0
5879.823748269877,0.0,3393.030547,100.0
5880.323652701189,0.0,3399.611749,100.0
5880.823557132499,0.0,3406.16625,100.0
5881.323461563811,0.0,3412.694234,100.0
5881.823365995122,0.0,3419.195882,100.0
5882.323270426434,0.0,3425.671374,100.0
5882.8231748577455,0.0,3432.120888,100.0
5883.323079289056,0.0,3438.544599,100.0
5883.822983720368,0.0,3444.942682,100.0
5884.322888151679,0.0,3451.315307,100.0
5884.822792582991,0.0,3457.662645,100.0
5885.322697014302,0.0,3463.984864,100.0
5885.822601445613,0.0,3470.28213,100.0
5886.322505876925,0.0,3476.554607,100.0
5886.822410308236,0.0,3482.802458,100.0
5887.322314739547,0.0,3489.025844,100.0
5887.822219170859,0.0,3495.224923,100.0
5888.32212360217,0.0,3501.399854,100.0
5888.822028033482,0.0,3507.550792,100.0
5889.321932464793,0.0,3513.677891,100.0
5889.821836896104,0.0,3519.781303,100.0
5890.321741327416,0.0,3525.861179,100.0
5890.821645758727,0.0,3531.91767,100.0
5891.321550190039,100.0,3524.859714,100.0
5891.82145462135,100.0,3498.781601,100.0
5892.321359052661,100.0,3472.563588,100.0
5892.821263483973,100.0,3446.202347,100.0
5893.321167915284,100.0,3419.694427,100.0
5893.821072346595,100.0,3393.036251,100.0
5894.320976777907,100.0,3366.22411,100.0
5894.820881209218,100.0,3339.254151,100.0
5895.32078564053,100.0,3312.122376,100.0
5895.8206900718405,100.0,3284.824628,100.0
5896.320594503152,100.0,3257.356588,100.0
5896.820498934464,100.0,3229.71376,100.0
5897.320403365775,100.0,3201.891466,100.0
5897.820307797087,100.0,3173.88483,100.0
5898.320212228397,100.0,3145.688774,100.0
5898.820116659709,100.0,3117.297998,100.0
5899.320021091021,100.0,3088.706969,100.0
5899.819925522332,100.0,3059.909911,100.0
5900.319829953643,100.0,3030.900782,100.0
5900.819734384954,100.0,3001.673263,100.0
5901.319638816266,100.0,2972.220736,100.0
5901.819543247578,100.0,2942.536267,100.0
5902.3194476788885,100.0,2912.612582,100.0
5902.8193521102,100.0,2882.442043,100.0
5903.319256541512,100.0,2852.016624,100.0
5903.819160972823,100.0,2821.327885,100.0
5904.319065404135,100.0,2790.366934,100.0
5904.818969835445,100.0,2759.1244,100.0
5905.318874266757,100.0,2727.590393,100.0
5905.818778698069,100.0,2695.754464,100.0
5906.31868312938,100.0,2663.605557,100.0
5906.818587560691,100.0,2631.131964,100.0
5907.318491992002,100.0,2598.321264,100.0
5907.818396423314,100.0,2565.160266,100.0
5908.318300854626,100.0,2531.634936,100.0
5908.8182052859365,100.0,2497.730325,100.0
5909.318109717248,100.0,2463.430478,100.0
5909.818014148559,100.0,2428.718343,100.0
5910.317918579871,100.0,2393.575655,100.0
5910.817823011183,100.0,2357.982819,100.0
5911.317727442493,100.0,2321.918768,100.0
5911.817631873805,100.0,2285.360802,100.0
5912.317536305117,100.0,2248.284408,100.0
5912.817440736428,100.0,2210.663051,100.0
5913.317345167739,100.0,2172.467929,100.0
5913.81724959905,100.0,2133.6677,100.0
5914.317154030362,100.0,2094.228151,100.0
5914.817058461674,100.0,2054.111818,100.0
5915.3169628929845,100.0,2013.277541,100.0
5915.816867324296,100.0,1971.679926,100.0
5916.316771755607,100.0,1929.268716,100.0
5916.816676186919,100.0,1885.988029,100.0
5917.316580618231,100.0,1841.77543,100.0
5917.816485049541,100.0,1796.560813,100.0
5918.316389480853,100.0,1750.265003,100.0
5918.816293912164,0.0,1702.798033,100.0
5919.316198343476,0.0,1699.931057,100.0
5919.816102774787,0.0,1698.291749,100.0
5920.316007206098,0.0,1697.062408,100.0
5920.81591163741,0.0,1696.100983,100.0
5921.315816068721,0.0,1695.332363,100.0
5921.8157205000325,0.0,1694.70937,100.0
5922.315624931344,0.0,1694.19964,100.0
5922.815529362655,0.0,1693.779733,100.0
5923.315433793967,0.0,1696.866798,100.0
5923.8153382252785,0.0,1703.150906,100.0
5924.315242656589,0.0,1709.103061,100.0
5924.815147087901,0.0,1714.731287,100.0
5925.315051519212,0.0,1720.043767,100.0
5925.814955950524,0.0,1725.048859,100.0
5926.314860381835,0.0,1729.755109,100.0
5926.814764813146,0.0,1734.171274,100.0
5927.314669244458,0.0,1738.306325,100.0
5927.814573675769,0.0,1742.169458,100.0
5928.3144781070805,0.0,1745.770102,100.0
5928.814382538392,0.0,1749.117913,100.0
5929.314286969703,0.0,1752.222775,100.0
5929.814191401015,0.0,1755.094789,100.0
5930.314095832326,0.0,1757.744253,100.0
5930.814000263637,0.0,1760.181645,100.0
5931.313904694949,0.0,1762.417587,100.0
5931.81380912626,0.0,1764.462815,100.0
5932.313713557572,0.0,1768.953678,100.0
5932.8136179888825,0.0,1775.801434,100.0
5933.313522420194,0.0,1782.354038,100.0
5933.813426851506,0.0,1788.617388,100.0
5934.313331282817,0.0,1794.597438,100.0
5934.8132357141285,0.0,1800.300204,100.0
5935.31314014544,0.0,1805.731781,100.0
5935.813044576751,0.0,1810.898351,100.0
5936.312949008063,0.0,1815.806193,100.0
5936.812853439374,0.0,1820.461691,100.0
5937.312757870685,0.0,1824.87134,100.0
5937.812662301997,0.0,1829.041756,100.0
5938.312566733308,0.0,1832.979676,100.0
5938.81247116462,0.0,1836.691966,100.0
5939.3123755959305,0.0,1840.185617,100.0
5939.812280027242,0.0,1843.467749,100.0
5940.312184458554,0.0,1846.545601,100.0
5940.812088889865,0.0,1849.426533,100.0
5941.3119933211765,0.0,1852.118013,100.0
5941.811897752487,0.0,1856.621307,100.0
5942.311802183799,0.0,1862.884722,100.0
5942.811706615111,0.0,1868.899981,100.0
5943.311611046422,0.0,1874.671822,100.0
5943.811515477733,0.0,1880.205022,100.0
5944.311419909044,0.0,1885.504401,100.0
5944.811324340356,0.0,1890.574827,100.0
5945.311228771668,0.0,1895.421226,100.0
5945.811133202978,0.0,1900.048585,100.0
5946.31103763429,0.0,1904.461954,100.0
5946.810942065602,0.0,1908.666453,100.0
5947.310846496913,0.0,1912.667274,100.0
5947.8107509282245,0.0,1916.469681,100.0
5948.310655359535,0.0,1920.079014,100.0
5948.810559790847,0.0,1923.500689,100.0
5949.310464222159,0.0,1932.82089,100.0
5949.81036865347,0.0,1948.047582,100.0
5950.310273084781,0.0,1963.105045,100.0
5950.810177516092,0.0,1977.997031,100.0
5951.310081947404,0.0,1992.727142,100.0
5951.809986378716,0.0,2007.298835,100.0
5952.309890810026,0.0,2021.71543,100.0
5952.809795241338,0.0,2035.980119,100.0
5953.309699672649,0.0,2050.095975,100.0
5953.809604103961,0.0,2064.065954,100.0
5954.3095085352725,0.0,2077.892902,100.0
5954.809412966583,0.0,2091.579564,100.0
5955.309317397895,0.0,2105.128586,100.0
5955.809221829206,0.0,2118.542521,100.0
5956.309126260518,0.0,2131.823834,100.0
5956.809030691829,0.0,2144.974904,100.0
5957.30893512314,0.0,2157.998032,100.0
5957.808839554452,0.0,2170.895443,100.0
5958.308743985764,0.0,2183.669287,100.0
5958.808648417074,0.0,2196.321646,100.0
5959.308552848386,0.0,2208.854537,100.0
5959.808457279697,0.0,2221.70935,100.0
5960.308361711009,0.0,2234.894162,100.0
5960.8082661423205,0.0,2247.973535,100.0
5961.308170573631,0.0,2260.949365,100.0
5961.808075004943,0.0,2273.823493,100.0
5962.307979436254,0.0,2286.597701,100.0
5962.807883867566,0.0,2299.27372,100.0
