Elapsed Time,Voltage,Adjusted SoC
18050.579,3.21365,1.01912
18060.579,3.21397,1.019104
18070.579,3.2143,1.019101
18080.579,3.2143,1.019075
18090.579,3.21462,1.019059
18100.579,3.21495,1.019048
18110.579,3.21527,1.019039
18120.579,3.21559,1.019061
18130.579,3.21559,1.01906
18140.579,3.21592,1.01905
18150.579,3.21592,1.019066
18160.579,3.21624,1.019061
18170.579,3.21656,1.019063
18180.579,3.21689,1.019036
18190.579,3.21689,1.019053
18200.579,3.21721,1.01905
18210.579,3.21753,1.019039
18220.579,3.21753,1.019044
18230.579,3.21786,1.019029
18240.579,3.21818,1.019026
18250.579,3.21818,1.019032
18260.579,3.21818,1.019026
18270.579,3.2185,1.019033
18280.579,3.2185,1.019035
18290.579,3.21883,1.019034
18300.579,3.21915,1.01904
18310.579,3.21915,1.019038
18320.579,3.21947,1.01904
18330.579,3.2198,1.019028
18340.579,3.2198,1.019021
18350.579,3.22012,1.019026
18360.579,3.22012,1.019028
18370.579,3.22012,1.019035
18380.579,3.22044,1.01905
18390.579,3.22044,1.019055
18400.579,3.22077,1.019055
18410.579,3.22109,1.019056
18420.579,3.22077,1.019036
18430.579,3.22109,1.019025
18440.579,3.22141,1.019009
18450.579,3.22141,1.019009
18460.579,3.22141,1.018999
18470.579,3.22174,1.019006
18480.579,3.22174,1.019012
18490.579,3.22206,1.018997
18500.579,3.22206,1.019015
18510.579,3.22206,1.019003
18520.579,3.22238,1.019024
18530.579,3.22238,1.019016
18540.579,3.22271,1.019008
18550.579,3.22271,1.019001
18560.579,3.22303,1.018986
18570.579,3.22303,1.018979
18580.579,3.22303,1.018976
18590.579,3.22335,1.018969
18600.579,3.22335,1.018965
18610.579,3.22368,1.018968
18620.579,3.22368,1.018982
18630.579,3.224,1.018994
18640.579,3.224,1.018984
18650.579,3.22368,1.018991
18660.579,3.22433,1.019008
18670.579,3.22433,1.019026
18680.579,3.22433,1.019018
18690.579,3.22433,1.019032
18700.579,3.22433,1.019034
18710.579,3.22465,1.019027
18720.579,3.22465,1.019036
18730.579,3.22465,1.019045
18740.579,3.22497,1.019048
18750.579,3.2253,1.019046
